Order_ID,Order_Date,Customer_ID,Customer_Age,Customer_Segment,Region,Sales_Channel,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method
ORD00370,2025-04-26,CUST0250,50.0,Corporate,Central,Retail Store,Office Supplies,Printer Paper,4,20.09,0.0,80.36,59.0,21.36,Bank Transfer
ORD00371,2025-03-11,CUST0227,61.0,Small Business,North,Distributor,Clothing,T-Shirt,9,22.4,0.02,197.57,158.35,39.21,Bank Transfer
ORD00372,2025-07-19,CUST0037,22.0,Consumer,East,Online,Office Supplies,Printer Paper,4,19.01,0.0,76.04,43.38,32.66,Debit Card
ORD00373,2025-02-28,CUST0108,57.0,Consumer,South,Distributor,Office Supplies,Folders,5,12.95,0.0,64.75,47.13,17.62,Bank Transfer
ORD00374,2025-08-08,CUST0162,26.0,Corporate,South,Online,Clothing,Jeans,8,101.05,0.15,687.14,422.47,264.67,Debit Card
ORD00375,2025-02-09,CUST0182,18.0,Small Business,Central,Online,Clothing,T-Shirt,7,46.14,0.2,258.38,182.41,75.98,Credit Card
ORD00376,2025-04-09,CUST0141,64.0,Corporate,Central,Online,Furniture,Meeting Table,6,970.66,0.2,4659.17,3263.63,1395.54,Credit Card
ORD00377,2025-01-14,CUST0163,44.0,Small Business,Central,Online,Electronics,Laptop,6,858.33,0.05,4892.48,3055.13,1837.35,Cash
ORD00378,2025-01-26,CUST0273,37.0,Corporate,Central,Retail Store,Clothing,Sneakers,1,170.72,0.0,170.72,138.66,32.06,UPI
ORD00379,2025-03-04,CUST0100,61.0,Small Business,East,Online,Electronics,Headphones,7,90.48,0.05,601.69,436.24,165.45,UPI
ORD00380,2025-05-25,CUST0128,18.0,Corporate,East,Online,Office Supplies,Printer Paper,8,25.84,0.15,175.71,121.86,53.85,UPI
ORD00381,2025-12-12,CUST0271,19.0,Consumer,West,Retail Store,Home & Kitchen,Cookware Set,4,161.27,0.15,548.32,348.61,199.71,UPI
ORD00382,2025-04-13,CUST0146,33.0,Consumer,South,Retail Store,Office Supplies,Notebook,2,6.76,0.1,12.17,9.16,3.0,UPI
ORD00383,2025-04-08,CUST0122,62.0,Corporate,East,Retail Store,Furniture,Meeting Table,7,1002.87,0.1,6318.08,4396.63,1921.45,Cash
ORD00384,2025-10-15,CUST0212,32.0,Corporate,South,Online,Home & Kitchen,Cookware Set,7,125.81,0.2,704.54,446.17,258.36,Debit Card
ORD00385,2025-12-03,CUST0150,22.0,Small Business,North,Retail Store,Office Supplies,Pens,1,16.91,0.1,15.22,8.91,6.3,UPI
ORD00386,2025-11-12,CUST0233,31.0,Small Business,West,Retail Store,Office Supplies,Folders,3,19.84,0.0,59.52,34.67,24.85,Credit Card
ORD00387,2025-09-13,CUST0094,62.0,Corporate,North,Retail Store,Electronics,Smartphone,5,822.75,0.1,3702.38,2933.95,768.43,Credit Card
ORD00388,2025-09-23,CUST0209,28.0,Small Business,East,Online,Electronics,Laptop,4,1161.72,0.02,4553.94,3670.6,883.34,Cash
ORD00389,2025-11-27,CUST0144,35.0,Small Business,North,Online,Furniture,Cabinet,2,117.97,0.2,188.75,141.08,47.68,UPI
ORD00390,2025-07-07,CUST0079,19.0,Small Business,Central,Distributor,Electronics,Keyboard,10,60.78,0.1,547.02,379.93,167.09,Debit Card
ORD00391,2025-10-19,CUST0076,43.0,Consumer,Central,Retail Store,Clothing,Shirt,1,55.79,0.15,47.42,30.4,17.02,Bank Transfer
ORD00392,2025-10-20,CUST0275,32.0,Small Business,Central,Distributor,Home & Kitchen,Coffee Maker,4,215.7,0.1,776.52,538.19,238.33,Bank Transfer
ORD00393,2025-11-07,CUST0224,37.0,Consumer,West,Retail Store,Home & Kitchen,Coffee Maker,5,102.15,0.05,485.21,312.27,172.94,Credit Card
ORD00394,2025-05-21,CUST0231,46.0,Corporate,East,Retail Store,Furniture,Meeting Table,3,1044.62,0.02,3071.18,1968.86,1102.33,Bank Transfer
ORD00395,2025-05-28,CUST0165,35.0,Corporate,North,Distributor,Office Supplies,Pens,4,13.67,0.0,54.68,40.97,13.71,Cash
ORD00396,2025-10-25,CUST0159,48.0,Corporate,North,Distributor,Furniture,Cabinet,2,235.32,0.15,400.04,238.28,161.76,Bank Transfer
ORD00397,2025-10-15,CUST0273,27.0,Small Business,South,Retail Store,Office Supplies,Notebook,3,9.08,0.15,23.15,14.8,8.35,Debit Card
ORD00398,2025-01-04,CUST0047,29.0,Small Business,South,Online,Home & Kitchen,Lamp,7,56.26,0.15,334.75,228.6,106.15,Credit Card
ORD00399,2025-10-07,CUST0195,43.0,Small Business,West,Retail Store,Clothing,Sneakers,2,147.15,0.02,288.41,211.1,77.31,UPI
ORD00400,2025-11-01,CUST0096,47.0,Corporate,South,Retail Store,Clothing,Jacket,1,151.47,0.2,121.18,71.34,49.84,Bank Transfer
ORD00401,2025-11-29,CUST0022,59.0,Corporate,North,Retail Store,Home & Kitchen,Coffee Maker,8,223.09,0.0,1784.72,1044.71,740.01,Cash
ORD00402,2025-06-09,CUST0201,19.0,Consumer,South,Online,Electronics,Keyboard,9,111.18,0.02,980.61,662.54,318.07,Bank Transfer
ORD00403,2025-03-07,CUST0078,53.0,Small Business,North,Retail Store,Furniture,Office Chair,4,203.44,0.1,732.38,534.08,198.31,UPI
ORD00404,2025-12-06,CUST0146,41.0,Small Business,Central,Retail Store,Furniture,Meeting Table,5,1025.38,0.1,4614.21,3218.91,1395.3,Cash
ORD00405,2025-02-05,CUST0164,31.0,Corporate,Central,Online,Furniture,Desk,8,414.28,0.2,2651.39,1678.67,972.72,Cash
ORD00406,2025-05-03,CUST0206,21.0,Consumer,East,Distributor,Clothing,Jeans,7,82.31,0.15,489.74,347.83,141.91,Cash
ORD00407,2025-10-15,CUST0283,58.0,Consumer,West,Retail Store,Clothing,T-Shirt,7,44.93,0.2,251.61,160.01,91.6,Bank Transfer
ORD00408,2025-10-14,CUST0288,45.0,Consumer,East,Retail Store,Clothing,Jacket,1,94.82,0.15,80.6,44.61,35.99,UPI
ORD00409,2025-10-12,CUST0219,39.0,Small Business,North,Online,Home & Kitchen,Lamp,5,127.07,0.0,635.35,519.07,116.28,Debit Card
ORD00410,2025-02-23,CUST0058,43.0,Consumer,East,Retail Store,Electronics,Laptop,7,814.92,0.05,5419.22,3659.22,1760.0,UPI
ORD00411,2025-01-08,CUST0204,50.0,Small Business,Central,Distributor,Home & Kitchen,,4,96.38,0.2,308.42,225.14,83.28,UPI
ORD00412,2025-08-31,CUST0188,44.0,Corporate,East,Distributor,Clothing,Sneakers,7,75.94,0.1,478.42,287.24,191.18,Cash
ORD00413,2025-12-08,CUST0115,25.0,Small Business,East,Retail Store,Electronics,Keyboard,5,77.59,0.15,329.76,227.98,101.78,Bank Transfer
ORD00414,2025-07-30,CUST0011,48.0,Small Business,East,Retail Store,Furniture,Bookshelf,9,168.91,0.1,1368.17,861.71,506.46,UPI
ORD00415,2025-08-18,CUST0052,45.0,Corporate,North,Distributor,Furniture,Bookshelf,6,166.97,0.2,801.46,616.06,185.39,Credit Card
ORD00416,2025-05-20,CUST0118,54.0,Small Business,East,Online,Office Supplies,Folders,10,19.94,0.2,159.52,129.74,29.78,Cash
ORD00417,2025-05-02,CUST0235,58.0,Corporate,East,Distributor,Electronics,Keyboard,1,107.84,0.2,86.27,54.86,31.42,Cash
ORD00418,2025-06-13,CUST0093,45.0,Corporate,East,Distributor,Electronics,Smartphone,3,1015.77,0.0,3047.31,2047.7,999.61,Credit Card
ORD00419,2025-02-16,CUST0210,55.0,Corporate,Central,Retail Store,Home & Kitchen,Blender,10,98.08,0.05,931.76,696.24,235.52,Credit Card
ORD00420,2025-11-02,CUST0004,18.0,Consumer,East,Online,Electronics,Laptop,9,680.52,0.15,5205.98,3812.95,1393.03,Bank Transfer
ORD00421,2025-01-01,CUST0244,52.0,Consumer,South,Distributor,Electronics,Keyboard,10,47.15,0.1,424.35,267.25,157.1,Cash
ORD00422,2025-06-05,CUST0031,33.0,Consumer,West,Distributor,Office Supplies,Pens,9,12.19,0.02,107.52,84.39,23.13,UPI
ORD00423,2025-05-12,CUST0090,61.0,Corporate,East,Retail Store,Clothing,Sneakers,10,51.29,0.0,512.9,331.92,180.98,Bank Transfer
ORD00424,2025-03-28,CUST0095,23.0,Consumer,South,Retail Store,Home & Kitchen,Storage Box,10,18.7,0.02,183.26,124.02,59.24,Bank Transfer
ORD00425,2025-01-12,CUST0235,26.0,Small Business,East,Distributor,Home & Kitchen,Blender,10,165.31,0.15,1405.14,858.83,546.31,Cash
ORD00426,2025-10-01,CUST0095,60.0,Small Business,East,Retail Store,Home & Kitchen,Coffee Maker,5,210.99,0.1,949.46,577.66,371.8,Debit Card
ORD00427,2025-04-08,CUST0025,19.0,Corporate,Central,Distributor,Furniture,Bookshelf,2,344.43,0.1,619.97,446.69,173.29,Bank Transfer
ORD00428,2025-08-12,CUST0215,26.0,Small Business,West,Online,Electronics,Headphones,7,141.82,0.1,893.47,689.13,204.34,Debit Card
ORD00429,2025-10-22,CUST0266,24.0,Small Business,South,Distributor,Home & Kitchen,Coffee Maker,10,120.84,0.05,1147.98,682.03,465.95,Cash
ORD00430,2025-04-21,CUST0175,36.0,Consumer,Central,Distributor,Clothing,Sneakers,6,94.14,0.1,508.36,306.25,202.11,UPI
ORD00431,2025-07-14,CUST0102,30.0,Corporate,North,Online,Clothing,Jacket,8,59.31,0.15,403.31,321.73,81.57,Cash
ORD00432,2025-01-01,CUST0188,33.0,Small Business,South,Online,Furniture,Office Chair,1,461.11,0.15,391.94,314.72,77.22,Credit Card
ORD00433,2025-05-14,CUST0284,42.0,Small Business,Central,Retail Store,Furniture,Office Chair,7,166.43,0.05,1106.76,722.91,383.85,Debit Card
ORD00434,2025-06-28,CUST0249,26.0,Small Business,East,Online,Furniture,Bookshelf,9,81.34,0.1,658.85,366.32,292.53,Bank Transfer
ORD00435,2025-09-26,CUST0175,37.0,Consumer,Central,Distributor,Furniture,Bookshelf,6,389.7,0.2,1870.56,1133.75,736.81,Debit Card
ORD00436,2025-05-27,CUST0214,43.0,Small Business,East,Online,Clothing,Sneakers,9,79.28,0.05,677.84,488.25,189.6,Cash
ORD00437,2025-01-28,CUST0168,54.0,Consumer,East,Distributor,Office Supplies,Printer Paper,1,25.26,0.05,24.0,14.11,9.89,Debit Card
ORD00438,2025-06-22,CUST0065,39.0,Small Business,West,Retail Store,Home & Kitchen,Cookware Set,3,249.31,0.1,673.14,535.08,138.06,Cash
ORD00439,2025-11-09,CUST0170,61.0,Consumer,East,Distributor,Office Supplies,Pens,2,14.61,0.0,29.22,22.6,6.62,Debit Card
ORD00440,2025-04-19,CUST0148,38.0,Small Business,North,Online,Furniture,Cabinet,9,449.67,0.15,3439.98,2345.4,1094.57,Debit Card
ORD00441,2025-01-25,CUST0075,58.0,Corporate,South,Online,Home & Kitchen,Storage Box,9,14.27,0.02,125.86,77.47,48.39,UPI
ORD00442,2025-06-01,CUST0153,41.0,Corporate,East,Distributor,Furniture,Bookshelf,3,135.81,0.0,407.43,322.72,84.71,Cash
ORD00443,2025-08-14,CUST0129,40.0,Small Business,Central,Online,Home & Kitchen,Blender,2,160.63,0.0,321.26,241.74,79.52,UPI
ORD00444,2025-02-03,CUST0048,62.0,Consumer,North,Retail Store,Furniture,Bookshelf,8,132.68,0.02,1040.21,591.04,449.17,Cash
ORD00445,2025-10-01,CUST0109,26.0,Consumer,West,Distributor,Office Supplies,Printer Paper,9,24.32,0.1,196.99,154.27,42.72,Bank Transfer
ORD00446,2025-11-04,CUST0258,22.0,Small Business,Central,Distributor,Electronics,Smartphone,3,1132.75,0.0,3398.25,2477.38,920.87,Bank Transfer
ORD00447,2025-04-05,CUST0099,63.0,Small Business,North,Retail Store,Home & Kitchen,Storage Box,10,11.33,0.15,96.3,59.63,36.68,Credit Card
ORD00448,2025-09-25,CUST0060,26.0,Corporate,Central,Distributor,Home & Kitchen,Storage Box,4,11.72,0.15,39.85,25.28,14.57,Bank Transfer
ORD00449,2025-08-11,CUST0130,37.0,Small Business,North,Distributor,Home & Kitchen,Storage Box,3,31.24,0.15,79.66,46.63,33.04,Bank Transfer
ORD00450,2025-07-14,CUST0214,35.0,Small Business,South,Retail Store,Electronics,Headphones,10,145.61,0.2,1164.88,739.21,425.67,UPI
ORD00451,2025-11-20,CUST0007,52.0,Small Business,North,Distributor,Office Supplies,Stapler,8,10.38,0.0,83.04,67.11,15.93,Credit Card
ORD00452,2025-03-13,CUST0007,59.0,Small Business,South,Distributor,Office Supplies,Notebook,6,3.75,0.05,21.38,17.1,4.27,Credit Card
ORD00453,2025-08-03,CUST0026,42.0,Corporate,Central,Retail Store,Office Supplies,Printer Paper,9,24.12,0.2,173.66,125.79,47.87,Credit Card
ORD00454,2025-03-19,CUST0224,38.0,Corporate,East,Distributor,Office Supplies,Printer Paper,6,6.59,0.15,33.61,27.07,6.54,UPI
ORD00455,2025-07-15,CUST0219,20.0,Small Business,East,Distributor,Office Supplies,Notebook,8,14.84,0.2,94.98,70.64,24.34,Cash
ORD00456,2025-06-27,CUST0048,58.0,Consumer,West,Distributor,Clothing,T-Shirt,10,51.92,0.15,441.32,299.59,141.73,UPI
ORD00457,2025-09-27,CUST0206,48.0,Consumer,Central,Distributor,Office Supplies,Stapler,3,23.68,0.1,63.94,45.73,18.21,Credit Card
ORD00458,2025-07-09,CUST0269,51.0,Consumer,Central,Retail Store,Furniture,Bookshelf,4,297.33,0.05,1129.85,899.49,230.37,Cash
ORD00459,2025-04-08,CUST0253,24.0,Corporate,South,Distributor,Electronics,Smartphone,9,569.14,0.15,4353.92,2988.93,1365.0,Cash
ORD00460,2025-03-30,CUST0122,39.0,Consumer,Central,Online,Electronics,Monitor,1,262.49,0.15,223.12,172.13,50.99,UPI
ORD00461,2025-05-12,CUST0069,51.0,Small Business,Central,Distributor,Electronics,Monitor,10,356.11,0.02,3489.88,2716.26,773.61,Credit Card
ORD00462,2025-07-16,CUST0214,19.0,Consumer,South,Distributor,Clothing,Jacket,8,58.21,0.0,465.68,371.17,94.51,Credit Card
ORD00463,2025-11-23,CUST0171,50.0,Small Business,North,Online,Furniture,Meeting Table,1,408.33,0.02,400.16,257.78,142.38,Credit Card
ORD00464,2025-07-07,CUST0182,59.0,Small Business,South,Online,Office Supplies,Notebook,9,11.62,0.1,94.12,53.83,40.29,Credit Card
ORD00465,2025-03-20,CUST0071,47.0,Small Business,South,Retail Store,Home & Kitchen,Blender,7,102.19,0.15,608.03,410.05,197.98,Debit Card
ORD00466,2025-07-12,CUST0009,60.0,Corporate,West,Online,Furniture,Desk,6,515.58,0.2,2474.78,1718.39,756.4,Cash
ORD00467,2025-07-17,CUST0024,55.0,Small Business,West,Retail Store,Office Supplies,Stapler,8,24.08,0.05,183.01,112.57,70.44,Credit Card
ORD00468,2025-10-13,CUST0042,28.0,Corporate,Central,Retail Store,Office Supplies,Notebook,3,6.5,0.2,15.6,10.66,4.94,Bank Transfer
ORD00469,2025-09-30,CUST0291,63.0,Small Business,North,Distributor,Furniture,Office Chair,2,481.36,0.02,943.47,550.45,393.01,UPI
ORD00470,2025-07-17,CUST0061,18.0,Consumer,Central,Online,Furniture,Meeting Table,5,338.47,0.15,1438.5,1125.05,313.44,UPI
ORD00471,2025-09-30,CUST0162,40.0,Small Business,North,Online,Furniture,Cabinet,10,484.72,0.05,4604.84,2885.99,1718.85,Bank Transfer
ORD00472,2025-01-02,CUST0129,34.0,Corporate,South,Retail Store,Home & Kitchen,Cookware Set,7,200.91,0.05,1336.05,971.01,365.04,Cash
ORD00473,2025-02-14,CUST0044,40.0,Small Business,North,Online,Home & Kitchen,Coffee Maker,2,71.86,0.2,114.98,92.9,22.07,Debit Card
ORD00474,2025-02-24,CUST0097,22.0,Consumer,East,Retail Store,Office Supplies,Printer Paper,4,23.37,0.15,79.46,60.08,19.38,Cash
ORD00475,2025-02-03,CUST0082,58.0,Consumer,North,Retail Store,Home & Kitchen,Coffee Maker,3,241.99,0.15,617.07,443.59,173.48,UPI
ORD00476,2025-04-13,CUST0126,43.0,Small Business,South,Retail Store,Office Supplies,Notebook,4,7.02,0.2,22.46,17.29,5.17,Debit Card
ORD00477,2025-11-03,CUST0187,49.0,Consumer,West,Online,Clothing,T-Shirt,3,34.17,0.02,100.46,60.49,39.97,UPI
ORD00478,2025-07-18,CUST0203,42.0,Small Business,Central,Retail Store,Furniture,Desk,4,267.1,0.02,1047.03,596.3,450.73,Bank Transfer
ORD00479,2025-02-10,CUST0137,50.0,Corporate,Central,Online,Furniture,Office Chair,5,343.93,0.2,1375.72,1071.97,303.75,Credit Card
ORD00480,2025-06-17,CUST0152,38.0,Small Business,South,Retail Store,Clothing,T-Shirt,2,20.02,0.2,32.03,25.27,6.76,Cash
ORD00481,2025-04-11,CUST0223,34.0,Corporate,Central,Retail Store,Furniture,Meeting Table,10,1088.95,0.1,9800.55,7400.91,2399.64,Credit Card
ORD00482,2025-04-18,CUST0247,32.0,Consumer,North,Distributor,Clothing,Jeans,8,75.18,0.05,571.37,347.66,223.7,UPI
ORD00483,2025-06-03,CUST0298,35.0,Consumer,West,Distributor,Office Supplies,Printer Paper,9,27.98,0.02,246.78,159.16,87.62,Cash
ORD00484,2025-12-29,CUST0046,43.0,Small Business,North,Online,Office Supplies,Notebook,1,6.59,0.05,6.26,4.46,1.8,UPI
ORD00485,2025-01-25,CUST0134,33.0,Corporate,South,Online,Clothing,Sneakers,1,144.28,0.0,144.28,97.44,46.84,Debit Card
ORD00486,2025-11-30,CUST0068,62.0,Corporate,North,Distributor,Clothing,T-Shirt,10,24.86,0.02,243.63,140.98,102.65,Bank Transfer
ORD00487,2025-08-06,CUST0066,30.0,Consumer,West,Retail Store,Home & Kitchen,Coffee Maker,1,289.28,0.1,260.35,179.11,81.24,Debit Card
ORD00488,2025-09-11,CUST0183,37.0,Corporate,West,Distributor,Furniture,Office Chair,7,243.18,0.0,1702.26,1367.69,334.57,Bank Transfer
ORD00489,2025-02-13,CUST0180,23.0,Corporate,Central,Retail Store,Clothing,Jeans,3,107.0,0.02,314.58,182.21,132.37,Cash
ORD00490,2025-09-19,CUST0011,60.0,Small Business,West,Distributor,Office Supplies,Folders,7,9.69,0.05,64.44,50.19,14.25,Cash
ORD00491,2025-01-09,CUST0149,23.0,Consumer,East,Retail Store,Office Supplies,Printer Paper,5,23.5,0.15,99.88,56.05,43.82,Credit Card
ORD00492,2025-02-04,CUST0145,61.0,Corporate,South,Online,Electronics,Monitor,10,466.95,0.15,3969.08,3063.5,905.57,Debit Card
ORD00493,2025-12-20,CUST0130,39.0,Consumer,South,Retail Store,Office Supplies,Pens,7,10.68,0.1,67.28,50.22,17.06,Credit Card
ORD00494,2025-11-03,CUST0139,29.0,Small Business,East,Retail Store,Clothing,T-Shirt,6,47.45,0.15,242.0,167.64,74.36,Credit Card
ORD00495,2025-04-22,CUST0242,59.0,Consumer,West,Online,Clothing,Sneakers,5,141.92,0.1,638.64,464.77,173.87,Bank Transfer
ORD00496,2025-08-04,CUST0145,43.0,Consumer,North,Retail Store,Home & Kitchen,Storage Box,7,19.58,0.1,123.35,79.05,44.31,Cash
ORD00497,2025-04-30,CUST0289,38.0,Corporate,Central,Retail Store,Office Supplies,Printer Paper,3,6.58,0.02,19.35,13.03,6.32,Credit Card
ORD00498,2025-12-18,CUST0032,44.0,Corporate,West,Retail Store,Office Supplies,Printer Paper,9,6.87,0.1,55.65,43.05,12.6,Debit Card
ORD00499,2025-02-26,CUST0232,40.0,Corporate,West,Distributor,Furniture,Desk,7,453.06,0.02,3107.99,1747.28,1360.71,Cash
ORD00500,2025-08-14,CUST0177,35.0,Small Business,West,Retail Store,Electronics,Headphones,1,97.74,0.15,83.08,53.92,29.16,Cash
ORD00501,2025-01-13,CUST0279,36.0,Corporate,North,Online,Office Supplies,Printer Paper,4,29.25,0.0,117.0,73.51,43.49,upi
ORD00502,2025-01-18,CUST0090,43.0,Consumer,North,Distributor,Office Supplies,Notebook,2,4.15,0.15,7.06,4.53,2.52,Cash
ORD00503,2025-04-18,CUST0127,30.0,Corporate,West,Retail Store,Office Supplies,Printer Paper,2,17.87,0.05,33.95,25.04,8.91,Cash
ORD00504,2025-07-07,CUST0169,54.0,Small Business,North,Online,Home & Kitchen,Coffee Maker,7,262.74,0.2,1471.34,885.5,585.85,Cash
ORD00505,2025-12-21,CUST0151,23.0,Consumer,West,Distributor,Home & Kitchen,Coffee Maker,8,261.24,0.1,1880.93,1387.87,493.06,Credit Card
ORD00506,2025-05-31,CUST0090,21.0,Corporate,East,Retail Store,Home & Kitchen,Storage Box,1,42.8,0.05,40.66,22.74,17.92,Cash
ORD00507,2025-09-01,CUST0103,22.0,Small Business,West,Retail Store,Home & Kitchen,Blender,5,52.14,0.2,208.56,125.23,83.33,Debit Card
ORD00508,2025-11-20,CUST0074,24.0,Consumer,Central,Online,Furniture,Meeting Table,10,908.96,0.2,7271.68,5824.17,1447.51,Credit Card
ORD00509,2025-03-24,CUST0292,29.0,Corporate,East,Distributor,Office Supplies,Notebook,5,5.83,0.15,24.78,17.93,6.85,Bank Transfer
ORD00510,2025-01-09,CUST0121,35.0,Consumer,Central,Distributor,Electronics,Keyboard,5,51.07,0.05,242.58,168.96,73.63,UPI
ORD00511,2025-07-26,CUST0001,33.0,Corporate,West,Online,Furniture,Office Chair,9,337.22,0.15,2579.73,1620.32,959.41,Bank Transfer
ORD00512,2025-06-23,CUST0150,56.0,Corporate,South,Online,Furniture,Office Chair,8,259.99,0.05,1975.92,1267.59,708.34,Debit Card
ORD00513,2025-02-18,CUST0027,51.0,Small Business,East,Retail Store,Clothing,T-Shirt,4,27.7,0.02,108.58,76.79,31.8,Credit Card
ORD00514,2025-12-08,CUST0186,29.0,Consumer,South,Distributor,Clothing,Shirt,3,60.66,0.2,145.58,114.43,31.16,Cash
ORD00515,2025-05-25,CUST0206,30.0,Consumer,South,Retail Store,Home & Kitchen,Cookware Set,5,60.92,0.15,258.91,185.4,73.51,UPI
ORD00516,2025-10-27,CUST0055,21.0,Consumer,North,Retail Store,Clothing,Shirt,3,78.65,0.15,200.56,154.74,45.82,UPI
ORD00517,2025-01-10,CUST0085,38.0,Small Business,East,Online,Furniture,Desk,7,364.0,0.15,2165.8,1355.99,809.81,Credit Card
ORD00518,2025-07-04,CUST0161,57.0,Consumer,West,Distributor,Home & Kitchen,Blender,5,43.06,0.02,210.99,132.58,78.41,UPI
ORD00519,2025-04-18,CUST0219,23.0,Small Business,South,Online,Home & Kitchen,Blender,1,119.58,0.1,107.62,82.01,25.61,Credit Card
ORD00520,2025-07-01,CUST0093,38.0,Consumer,North,Distributor,Home & Kitchen,Cookware Set,8,235.38,0.2,1506.43,943.46,562.97,Debit Card
ORD00521,2025-10-04,CUST0055,57.0,Consumer,East,Online,Office Supplies,Notebook,3,14.99,0.02,44.07,29.47,14.6,UPI
ORD00522,2025-07-03,CUST0275,30.0,Consumer,East,Distributor,Clothing,Shirt,2,33.65,0.15,57.2,43.73,13.48,Credit Card
ORD00523,2025-01-17,CUST0246,19.0,Small Business,East,Distributor,Office Supplies,Printer Paper,4,29.02,0.0,116.08,86.82,29.26,Bank Transfer
ORD00524,2025-07-16,CUST0146,26.0,Consumer,West,Distributor,Office Supplies,Notebook,8,13.59,0.15,92.41,53.42,39.0,Bank Transfer
ORD00525,2025-10-13,CUST0252,40.0,Small Business,East,Online,Furniture,Office Chair,2,367.2,0.0,734.4,472.72,261.68,Credit Card
ORD00526,2025-10-10,CUST0109,29.0,Consumer,East,Online,Electronics,Keyboard,3,82.94,0.2,199.06,119.56,79.5,Bank Transfer
ORD00527,2025-12-08,CUST0082,49.0,Corporate,South,Retail Store,Electronics,Smartphone,7,460.85,0.1,2903.36,2109.79,793.56,UPI
ORD00528,2025-02-07,CUST0255,26.0,Small Business,East,Online,Clothing,Jeans,2,63.48,0.1,114.26,70.37,43.89,UPI
ORD00529,2025-07-23,CUST0068,31.0,Small Business,South,Online,Office Supplies,Pens,4,11.91,0.1,42.88,24.18,18.7,Bank Transfer
ORD00530,2025-04-18,CUST0074,55.0,Corporate,South,Distributor,Electronics,Laptop,10,1247.3,0.15,10602.05,7007.96,3594.09,Bank Transfer
ORD00531,2025-10-24,CUST0045,56.0,Small Business,East,Retail Store,Clothing,Jeans,7,100.77,0.2,564.31,385.35,178.96,Debit Card
ORD00532,2025-12-23,CUST0093,20.0,Small Business,South,Distributor,Furniture,Bookshelf,6,147.51,0.02,867.36,494.06,373.29,Debit Card
ORD00533,2025-08-19,CUST0205,36.0,Corporate,North,Retail Store,Electronics,Headphones,4,177.1,0.02,694.23,383.21,311.02,Cash
ORD00534,2025-09-16,CUST0296,54.0,Consumer,West,Distributor,Office Supplies,Folders,4,9.65,0.05,36.67,22.82,13.85,UPI
ORD00535,2025-08-20,CUST0180,34.0,Small Business,North,Retail Store,Home & Kitchen,Cookware Set,6,199.32,0.0,1195.92,660.93,534.99,Credit Card
ORD00536,2025-04-17,CUST0297,29.0,Small Business,East,Distributor,Furniture,Cabinet,10,188.01,0.2,1504.08,1228.22,275.86,Cash
ORD00537,2025-12-19,CUST0005,33.0,Corporate,North,Distributor,Electronics,Headphones,8,183.63,0.02,1439.66,976.23,463.43,Cash
ORD00538,2025-12-28,CUST0066,20.0,Corporate,West,Online,Furniture,Bookshelf,5,311.11,0.02,1524.44,1040.95,483.49,UPI
ORD00539,2025-07-18,CUST0070,28.0,Consumer,North,Distributor,Electronics,Keyboard,2,61.97,0.0,123.94,71.72,52.22,Cash
ORD00540,2025-03-13,CUST0274,50.0,Consumer,Central,Distributor,Furniture,Cabinet,1,156.98,0.15,133.43,82.46,50.97,Debit Card
ORD00541,2025-05-03,CUST0098,40.0,Corporate,West,Retail Store,Home & Kitchen,Storage Box,10,40.45,0.02,396.41,280.64,115.77,Credit Card
ORD00542,2025-11-21,CUST0128,56.0,Consumer,West,Online,Clothing,Jeans,9,77.54,0.05,662.97,378.11,284.86,Cash
ORD00543,2025-08-14,CUST0064,49.0,Small Business,Central,Distributor,Furniture,Meeting Table,5,420.18,0.1,1890.81,1332.05,558.76,Debit Card
ORD00544,2025-01-03,CUST0021,50.0,Small Business,Central,Distributor,Home & Kitchen,Storage Box,7,21.94,0.1,138.22,103.09,35.13,Debit Card
ORD00545,2025-07-12,CUST0043,48.0,Small Business,East,Distributor,Furniture,Bookshelf,2,109.37,0.05,207.8,157.37,50.43,Bank Transfer
ORD00546,2025-05-06,CUST0188,27.0,Consumer,West,Online,Clothing,Jacket,2,81.9,0.02,160.52,106.79,53.73,Cash
ORD00547,2025-03-26,CUST0218,23.0,Small Business,North,Distributor,Home & Kitchen,Coffee Maker,4,118.79,0.2,380.13,258.12,122.01,Credit Card
ORD00548,2025-01-26,CUST0259,32.0,Corporate,Central,Online,Home & Kitchen,Storage Box,6,56.36,0.1,304.34,168.37,135.98,UPI
ORD00549,2025-05-29,CUST0174,44.0,Corporate,South,Retail Store,Clothing,Sneakers,7,102.87,0.05,684.09,482.04,202.05,Debit Card
ORD00550,2025-07-18,CUST0249,38.0,Small Business,Central,Retail Store,Electronics,Monitor,1,308.37,0.15,262.11,187.03,75.08,Bank Transfer
ORD00551,2025-10-12,CUST0166,54.0,Consumer,West,Online,Home & Kitchen,Blender,10,52.79,0.02,517.34,286.98,230.36,Credit Card
ORD00552,2025-08-04,CUST0220,46.0,Corporate,Central,Online,Home & Kitchen,Blender,9,115.79,0.05,990.0,711.74,278.27,UPI
ORD00553,2025-12-27,CUST0129,63.0,Corporate,East,Online,Home & Kitchen,Storage Box,10,72.52,0.1,652.68,492.77,159.91,Debit Card
ORD00554,2025-03-08,CUST0082,23.0,Corporate,Central,Retail Store,Furniture,Desk,6,269.67,0.15,1375.32,782.71,592.61,Cash
